name,shop,host2_shop_url,host2_profile_url,photo_source_url,shop_monthly_rank,collected_at,host2_monthly_rank,shop_listed_hosts,tiktok_top30_exact_match,national_popularity_score,x_profile_url,selection_note,selection_score,host2_area,photo_face_check
あもん,GlitteR,https://www.host2.jp/shop/glitter/index.html,https://www.host2.jp/shop/glitter/amon/index.html,https://www.host2.jp/shop/glitter/amon/pr01-thum.jpg,1,2026-09-24,1,42,,,https://x.com/amondestroyer,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,歌舞伎町ホストクラブ,unknown
しょう,EDEN,https://www.host2.jp/shop/eden/index.html,https://www.host2.jp/shop/eden/sho/index.html,https://www.host2.jp/shop/eden/sho/pr01-thum.jpg,1,2026-09-24,1,42,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,神奈川／横浜ホストクラブ,unknown
すい,MAJESTY -本店-,https://www.host2.jp/shop/majesty/index.html,https://www.host2.jp/shop/majesty/kei/index.html,https://www.host2.jp/shop/majesty/kei/pr01-thum.jpg,1,2026-09-24,1,42,,,https://x.com/majesty_ngg,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,歌舞伎町ホストクラブ,unknown
ダイア,EARTH,https://www.host2.jp/shop/earth3/index.html,https://www.host2.jp/shop/earth3/daia/index.html,https://www.host2.jp/shop/earth3/daia/pr01-thum.jpg,1,2026-09-24,1,42,,,https://x.com/da_ia1003,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,歌舞伎町ホストクラブ,unknown
仁,LIFDRASIR,https://www.host2.jp/shop/lifdrasir/index.html,https://www.host2.jp/shop/lifdrasir/jin/index.html,https://www.host2.jp/shop/lifdrasir/jin/pr01-thum.jpg,1,2026-09-24,1,42,,,https://x.com/zin__regina,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,歌舞伎町ホストクラブ,unknown
桜咲皐月,TOP1ONE,https://www.host2.jp/shop/topone/index.html,https://www.host2.jp/shop/topone/satsuki/index.html,https://www.host2.jp/shop/topone/satsuki/pr01-thum.jpg,1,2026-09-24,1,42,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,大阪／ミナミホストクラブ,unknown
橘 唯人,FATE,https://www.host2.jp/shop/fate/index.html,https://www.host2.jp/shop/fate/yuito/index.html,https://www.host2.jp/shop/fate/yuito/pr01-thum.jpg,1,2026-09-24,1,42,,,https://x.com/atsupoyo0208,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,兵庫／神戸ホストクラブ,unknown
結夜,goofee,https://www.host2.jp/shop/goofee/index.html,https://www.host2.jp/shop/goofee/yuya/index.html,https://www.host2.jp/shop/goofee/yuya/pr01-thum.jpg,1,2026-09-24,1,42,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",584,大阪／ミナミホストクラブ,unknown
成瀬ねお（ねおぴ）,MINERVA -TOKYO-,https://www.host2.jp/shop/minerva/index.html,https://www.host2.jp/shop/minerva/neo/index.html,https://www.host2.jp/shop/minerva/neo/pr01-thum.jpg,1,2026-09-24,1,41,,,https://x.com/neo_naruse777,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",582,歌舞伎町ホストクラブ,face
流星,UNIVERSE -LUX-,https://www.host2.jp/shop/universelux/index.html,https://www.host2.jp/shop/universelux/ryusei/index.html,https://www.host2.jp/shop/universelux/ryusei/pr01-thum.jpg,1,2026-09-24,1,41,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",582,大阪／ミナミホストクラブ,unknown
神夜ノア,ICE,https://www.host2.jp/shop/ice_hiroshima/index.html,https://www.host2.jp/shop/ice_hiroshima/noa/index.html,https://www.host2.jp/shop/ice_hiroshima/noa/pr01-thum.jpg,1,2026-09-24,1,41,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",582,広島／広島ホストクラブ,face
凛音,REGOLITH -本店-,https://www.host2.jp/shop/regolith/index.html,https://www.host2.jp/shop/regolith/rion/index.html,https://www.host2.jp/shop/regolith/rion/pr01-thum.jpg,1,2026-09-24,1,40,,,https://x.com/regolith_host,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",580,大阪／ミナミホストクラブ,unknown
壱ノ瀬 童磨,STYLE,https://www.host2.jp/shop/p31st/index.html,https://www.host2.jp/shop/p31st/douma/index.html,https://www.host2.jp/shop/p31st/douma/pr01-thum.jpg,1,2026-09-24,1,40,,,https://x.com/doumadayo,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",580,大阪／ミナミホストクラブ,face
尚弥,Roots,https://www.host2.jp/shop/roots_gd/index.html,https://www.host2.jp/shop/roots_gd/naoya/index.html,https://www.host2.jp/shop/roots_gd/naoya/pr01-thum.jpg,1,2026-09-24,1,40,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",580,歌舞伎町ホストクラブ,unknown
帝 世那,FILIA,https://www.host2.jp/shop/filia/index.html,https://www.host2.jp/shop/filia/sena/index.html,https://www.host2.jp/shop/filia/sena/pr01-thum.jpg,1,2026-09-24,1,40,,,https://x.com/mikasena1016,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",580,歌舞伎町ホストクラブ,unknown
流川 れおん,Dio,https://www.host2.jp/shop/dio2/index.html,https://www.host2.jp/shop/dio2/reon/index.html,https://www.host2.jp/shop/dio2/reon/pr01-thum.jpg,1,2026-09-24,1,40,,,https://x.com/clubdio00,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",580,歌舞伎町ホストクラブ,unknown
roku,yellow,https://www.host2.jp/shop/yellow01/index.html,https://www.host2.jp/shop/yellow01/roku01/index.html,https://www.host2.jp/shop/yellow01/roku01/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/yellow_gdcolors,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,歌舞伎町ホストクラブ,unknown
あひるの空,ALLSTAR -本店-,https://www.host2.jp/shop/allstar/index.html,https://www.host2.jp/shop/allstar/sora/index.html,https://www.host2.jp/shop/allstar/sora/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/ALLSTAR202101,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,大阪／ミナミホストクラブ,unknown
かーいーだよー,DREAM本店,https://www.host2.jp/shop/dreamgd/index.html,https://www.host2.jp/shop/dreamgd/kaidayo/index.html,https://www.host2.jp/shop/dreamgd/kaidayo/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/DREAMBOT8910,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,歌舞伎町ホストクラブ,unknown
壱馬,P'CE UMEDA,https://www.host2.jp/shop/pceumeda/index.html,https://www.host2.jp/shop/pceumeda/kazuma/index.html,https://www.host2.jp/shop/pceumeda/kazuma/pr01-thum.jpg,1,2026-09-24,1,39,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,大阪／キタホストクラブ,unknown
岳,TOP DANDY JUICE,https://www.host2.jp/shop/topdandy_juice/index.html,https://www.host2.jp/shop/topdandy_juice/gaku/index.html,https://www.host2.jp/shop/topdandy_juice/gaku/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/gaku_juice,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,歌舞伎町ホストクラブ,unknown
志龍エイト,ACQUA FUKUOKA,https://www.host2.jp/shop/acquafukuoka/index.html,https://www.host2.jp/shop/acquafukuoka/eito/index.html,https://www.host2.jp/shop/acquafukuoka/eito/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/acqua_fukuoka_,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,福岡／中洲・天神ホストクラブ,unknown
波旬,Destiny -acro-,https://www.host2.jp/shop/acro/index.html,https://www.host2.jp/shop/acro/hajun/index.html,https://www.host2.jp/shop/acro/hajun/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/clubdestiny_t,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,香川／高松ホストクラブ,unknown
範馬玲王,PARADISE,https://www.host2.jp/shop/paradise/index.html,https://www.host2.jp/shop/paradise/reo/index.html,https://www.host2.jp/shop/paradise/reo/pr01-thum.jpg,1,2026-09-24,1,39,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,石川／金沢ホストクラブ,unknown
綺冴凛 優翔,A-TOP -MONSTAR-,https://www.host2.jp/shop/a-top/index.html,https://www.host2.jp/shop/a-top/yuto/index.html,https://www.host2.jp/shop/a-top/yuto/pr01-thum.jpg,1,2026-09-24,1,39,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,大阪／ミナミホストクラブ,unknown
華宮 慧,ATTRA,https://www.host2.jp/shop/attra/index.html,https://www.host2.jp/shop/attra/kei/index.html,https://www.host2.jp/shop/attra/kei/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/agroup_host,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,歌舞伎町ホストクラブ,unknown
齋藤 一,BREAK -OMIYA group dandy-,https://www.host2.jp/shop/break2/index.html,https://www.host2.jp/shop/break2/panpukun/index.html,https://www.host2.jp/shop/break2/panpukun/pr01-thum.jpg,1,2026-09-24,1,39,,,https://x.com/Breakomiya,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",578,埼玉／大宮ホストクラブ,unknown
きらら,BC REBORN REBOOT -REBORN-,https://www.host2.jp/shop/bcreboot/index.html,https://www.host2.jp/shop/bcreboot/kirara/index.html,https://www.host2.jp/shop/bcreboot/kirara/pr01-thum.jpg,1,2026-09-24,1,38,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,大阪／ミナミホストクラブ,unknown
ゆいと,CIEL,https://www.host2.jp/shop/ciel/index.html,https://www.host2.jp/shop/ciel/yuito/index.html,https://www.host2.jp/shop/ciel/yuito/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/clubciel0711,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,unknown
りーくん,LEX,https://www.host2.jp/shop/lex_gd/index.html,https://www.host2.jp/shop/lex_gd/rikun/index.html,https://www.host2.jp/shop/lex_gd/rikun/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/groupdandy_lex,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,face
九条 蓮,COLORS PLATINUM,https://www.host2.jp/shop/colorsplatinam/index.html,https://www.host2.jp/shop/colorsplatinam/ren2/index.html,https://www.host2.jp/shop/colorsplatinam/ren2/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/1234PLATINUM,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,愛知／名古屋ホストクラブ,unknown
夜風冬夜,B.T.S  -HONTEN-,https://www.host2.jp/shop/bts02/index.html,https://www.host2.jp/shop/bts02/toya/index.html,https://www.host2.jp/shop/bts02/toya/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/club_b_t_s,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,unknown
天音恋愛,UNITED Dear's -本店-,https://www.host2.jp/shop/uniteddears/index.html,https://www.host2.jp/shop/uniteddears/rea/index.html,https://www.host2.jp/shop/uniteddears/rea/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/dearsunited,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,unknown
晴人,AUB,https://www.host2.jp/shop/aub/index.html,https://www.host2.jp/shop/aub/haruto02/index.html,https://www.host2.jp/shop/aub/haruto02/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/aub_airgroup,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,unknown
渋谷 凰,SINCE YOU...α,https://www.host2.jp/shop/sinceyoua/index.html,https://www.host2.jp/shop/sinceyoua/otori/index.html,https://www.host2.jp/shop/sinceyoua/otori/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/Sinceyou_a,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,unknown
煌月 渉,No.9 by ACQUA,https://www.host2.jp/shop/no9/index.html,https://www.host2.jp/shop/no9/wataru01/index.html,https://www.host2.jp/shop/no9/wataru01/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/Akzkwtr,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,unknown
黒白メイ,GENTLY TOKYO,https://www.host2.jp/shop/gentlytokyo/index.html,https://www.host2.jp/shop/gentlytokyo/mei01/index.html,https://www.host2.jp/shop/gentlytokyo/mei01/pr01-thum.jpg,1,2026-09-24,1,38,,,https://x.com/panda_spl,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",576,歌舞伎町ホストクラブ,unknown
あき,NEO PLUS,https://www.host2.jp/shop/neoplus/index.html,https://www.host2.jp/shop/neoplus/aki/index.html,https://www.host2.jp/shop/neoplus/aki/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/akp624,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
いより,CRYSTAL,https://www.host2.jp/shop/crystal02/index.html,https://www.host2.jp/shop/crystal02/iyori/index.html,https://www.host2.jp/shop/crystal02/iyori/pr01-thum.jpg,1,2026-09-24,1,37,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
れいな,Beat Crush -ZERO-,https://www.host2.jp/shop/bczero/index.html,https://www.host2.jp/shop/bczero/reina/index.html,https://www.host2.jp/shop/bczero/reina/pr01-thum.jpg,1,2026-09-24,1,37,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,大阪／ミナミホストクラブ,unknown
アレン,CANDYS HEAVEN,https://www.host2.jp/shop/heaven_gd/index.html,https://www.host2.jp/shop/heaven_gd/aren/index.html,https://www.host2.jp/shop/heaven_gd/aren/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/heaven_sns,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
ディエゴ,DEAR'S ACE,https://www.host2.jp/shop/dearsaces01/index.html,https://www.host2.jp/shop/dearsaces01/dhiego/index.html,https://www.host2.jp/shop/dearsaces01/dhiego/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/dearsace,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
ハウル,BLACK GOLD ,https://www.host2.jp/shop/blackgoldvivid/index.html,https://www.host2.jp/shop/blackgoldvivid/hauru/index.html,https://www.host2.jp/shop/blackgoldvivid/hauru/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/BLACK_GOLD_V,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,愛知／名古屋ホストクラブ,unknown
凜成,APiTS,https://www.host2.jp/shop/apits/index.html,https://www.host2.jp/shop/apits/rinsei/index.html,https://www.host2.jp/shop/apits/rinsei/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/trinityrecruit_,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
帝リキヤ,AVALON,https://www.host2.jp/shop/avalon01/index.html,https://www.host2.jp/shop/avalon01/rikiya/index.html,https://www.host2.jp/shop/avalon01/rikiya/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/m56338635,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
愛瀬 恋,COLORS YOKOHAMA,https://www.host2.jp/shop/colorsyokohama/index.html,https://www.host2.jp/shop/colorsyokohama/ren00/index.html,https://www.host2.jp/shop/colorsyokohama/ren00/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/ultraxcolors2,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,神奈川／横浜ホストクラブ,unknown
皇 要,FANCY,https://www.host2.jp/shop/fancy/index.html,https://www.host2.jp/shop/fancy/kaname/index.html,https://www.host2.jp/shop/fancy/kaname/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/CLUBFANCY2,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
雅,ROGERS King's -1st-,https://www.host2.jp/shop/rogers/index.html,https://www.host2.jp/shop/rogers/miyabi/index.html,https://www.host2.jp/shop/rogers/miyabi/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/NoKa51329555,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,大阪／ミナミホストクラブ,unknown
黒崎 剛,RESISTANCE,https://www.host2.jp/shop/resistance/index.html,https://www.host2.jp/shop/resistance/go/index.html,https://www.host2.jp/shop/resistance/go/pr01-thum.jpg,1,2026-09-24,1,37,,,https://x.com/club_resistance,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",574,歌舞伎町ホストクラブ,unknown
SHOZO,LIPS,https://www.host2.jp/shop/lips/index.html,https://www.host2.jp/shop/lips/shozo/index.html,https://www.host2.jp/shop/lips/shozo/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/shozo_lips,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
アラン,ROMANCE,https://www.host2.jp/shop/romance1/index.html,https://www.host2.jp/shop/romance1/aran/index.html,https://www.host2.jp/shop/romance1/aran/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/ROMANCE_RSG,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
一ノ瀬 流輝,Dear's大阪,https://www.host2.jp/shop/dearsosaka/index.html,https://www.host2.jp/shop/dearsosaka/ruka/index.html,https://www.host2.jp/shop/dearsosaka/ruka/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/dears_ruka,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,大阪／ミナミホストクラブ,unknown
午後レイジ,FioRe,https://www.host2.jp/shop/fiore01/index.html,https://www.host2.jp/shop/fiore01/reiji/index.html,https://www.host2.jp/shop/fiore01/reiji/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/PMreiji,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
反逆の空,SIX TOKYO -HONTEN-,https://www.host2.jp/shop/sixtokyo2/index.html,https://www.host2.jp/shop/sixtokyo2/sora/index.html,https://www.host2.jp/shop/sixtokyo2/sora/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/sora08276,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
大夢,TRIDENT,https://www.host2.jp/shop/trident/index.html,https://www.host2.jp/shop/trident/hiromu/index.html,https://www.host2.jp/shop/trident/hiromu/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/hiromu92397,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
志垣 翔,AWAKE,https://www.host2.jp/shop/awake/index.html,https://www.host2.jp/shop/awake/guriko/index.html,https://www.host2.jp/shop/awake/guriko/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/AWAKE_2018,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
恵助,COLORS神奈川,https://www.host2.jp/shop/colorsk/index.html,https://www.host2.jp/shop/colorsk/keisuke/index.html,https://www.host2.jp/shop/colorsk/keisuke/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/peekpom,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,神奈川／川崎ホストクラブ,unknown
日高瑠依,YOUTH,https://www.host2.jp/shop/youth__/index.html,https://www.host2.jp/shop/youth__/rui01/index.html,https://www.host2.jp/shop/youth__/rui01/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/ruirui_youth,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,大阪／ミナミホストクラブ,unknown
淳,愛本店,https://www.host2.jp/shop/aihonten/index.html,https://www.host2.jp/shop/aihonten/atsushi/index.html,https://www.host2.jp/shop/aihonten/atsushi/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/DKMbEwQKzX2o14q,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
美咲ユウ,LALA,https://www.host2.jp/shop/lala/index.html,https://www.host2.jp/shop/lala/yu01/index.html,https://www.host2.jp/shop/lala/yu01/pr01-thum.jpg,1,2026-09-24,1,36,,,https://x.com/AIR_LALA,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",572,歌舞伎町ホストクラブ,unknown
AOYAMA GAKU,KIRAMEKI,https://www.host2.jp/shop/kirameki/index.html,https://www.host2.jp/shop/kirameki/gaku/index.html,https://www.host2.jp/shop/kirameki/gaku/pr01-thum.jpg,1,2026-09-24,1,35,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",570,愛知／名古屋ホストクラブ,unknown
あすい るる,Lilian,https://www.host2.jp/shop/lilian/index.html,https://www.host2.jp/shop/lilian/ruru/index.html,https://www.host2.jp/shop/lilian/ruru/pr01-thum.jpg,1,2026-09-24,1,35,,,https://x.com/ruru8v6,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",570,池袋ホストクラブ,unknown
優生,THE RICHARD,https://www.host2.jp/shop/richard/index.html,https://www.host2.jp/shop/richard/yui/index.html,https://www.host2.jp/shop/richard/yui/pr01-thum.jpg,1,2026-09-24,1,35,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",570,福岡／中洲・天神ホストクラブ,unknown
徳川流一,THE CLUB -本店-,https://www.host2.jp/shop/theclub2/index.html,https://www.host2.jp/shop/theclub2/ryuichi/index.html,https://www.host2.jp/shop/theclub2/ryuichi/pr01-thum.jpg,1,2026-09-24,1,35,,,https://x.com/azzzm2929,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",570,歌舞伎町ホストクラブ,unknown
海瞳優真,Luminous,https://www.host2.jp/shop/luminous/index.html,https://www.host2.jp/shop/luminous/yuma/index.html,https://www.host2.jp/shop/luminous/yuma/pr01-thum.jpg,1,2026-09-24,1,35,,,https://x.com/luminous0209,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",570,歌舞伎町ホストクラブ,unknown
湊音かをる,Dear's CROWN,https://www.host2.jp/shop/dearscrown/index.html,https://www.host2.jp/shop/dearscrown/minato/index.html,https://www.host2.jp/shop/dearscrown/minato/pr01-thum.jpg,1,2026-09-24,1,35,,,https://x.com/minatokaworu37,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",570,歌舞伎町ホストクラブ,unknown
V,AXEL by ACQUA,https://www.host2.jp/shop/axel/index.html,https://www.host2.jp/shop/axel/v/index.html,https://www.host2.jp/shop/axel/v/pr01-thum.jpg,1,2026-09-24,1,34,,,https://x.com/axelbyacqua3,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",568,歌舞伎町ホストクラブ,unknown
すーぱーにゃんにゃん(たろ),Celeste -OSAKA-,https://www.host2.jp/shop/celeste_osaka/index.html,https://www.host2.jp/shop/celeste_osaka/taro00/index.html,https://www.host2.jp/shop/celeste_osaka/taro00/pr01-thum.jpg,1,2026-09-24,1,34,,,https://x.com/Celesteosaka,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",568,大阪／ミナミホストクラブ,unknown
とわ,Cruise,https://www.host2.jp/shop/cruise/index.html,https://www.host2.jp/shop/cruise/towa2/index.html,https://www.host2.jp/shop/cruise/towa2/pr01-thum.jpg,1,2026-09-24,1,34,,,https://x.com/towa_cruise,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",568,歌舞伎町ホストクラブ,unknown
凪 海斗,ACQUA,https://www.host2.jp/shop/acqua/index.html,https://www.host2.jp/shop/acqua/nagi04/index.html,https://www.host2.jp/shop/acqua/nagi04/pr01-thum.jpg,1,2026-09-24,1,34,,,https://x.com/acqua_kaito,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",568,歌舞伎町ホストクラブ,unknown
天使かいと,GRAN -TOKYO-,https://www.host2.jp/shop/gran4/index.html,https://www.host2.jp/shop/gran4/kaito/index.html,https://www.host2.jp/shop/gran4/kaito/pr01-thum.jpg,1,2026-09-24,1,34,,,https://twitter.com/GRAN20160408,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",568,歌舞伎町ホストクラブ,unknown
如月星夜,Real,https://www.host2.jp/shop/real_ehime/index.html,https://www.host2.jp/shop/real_ehime/seiya/index.html,https://www.host2.jp/shop/real_ehime/seiya/pr01-thum.jpg,1,2026-09-24,1,34,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",568,愛媛／松山ホストクラブ,unknown
空条咲希,JEALOUS,https://www.host2.jp/shop/jealous/index.html,https://www.host2.jp/shop/jealous/saki2/index.html,https://www.host2.jp/shop/jealous/saki2/pr01-thum.jpg,1,2026-09-24,1,34,,,,"Public Host2 monthly rank + public national popularity/TikTok exact-name matches; X link is recorded, not scored as follower popularity.",568,愛知／名古屋ホストクラブ,unknown
